Order_ID,Date,Time,Restaurant,Food_Item,Order_Amount,Discount_Percentage,Revenue,Delivery_Time_Minutes,Payment_Method,Delivery_Status,Month,Day_Name,Year,Revenue_Category
ZOM4BD9205A,2026-04-10,09:59,Haldiram's,Pasta,1162.53,35,755.64,57,Debit Card,Delayed,4,Friday,2026,High
ZOMB1374C7D,2026-04-12,19:23,McDonald's,Noodles,989.54,17,821.32,42,Upi,Delayed,4,Sunday,2026,High
ZOM502EA8F4,2026-04-22,00:38,Biryani House,Sandwich,393.0,6,369.42,64,Credit Card,Delayed,4,Wednesday,2026,Medium
ZOMEC721489,2026-04-18,03:00,KFC,Sandwich,514.08,31,354.72,41,Debit Card,Delayed,4,Saturday,2026,Medium
ZOM66A2C043,2026-04-27,09:16,KFC,Ice Cream,1381.55,13,1201.95,43,Wallet,Delivered,4,Monday,2026,Very High
ZOMFFB8E1D6,2026-04-24,22:20,Domino's,Fries,300.46,36,192.29,39,Debit Card,Cancelled,4,Friday,2026,Low
ZOMD83121E6,2026-04-30,02:35,Subway,Noodles,384.11,34,253.51,43,Upi,Delayed,4,Thursday,2026,Medium
ZOM25870F63,2026-04-17,17:32,Subway,Pasta,446.22,28,321.28,67,Credit Card,Cancelled,4,Friday,2026,Medium
ZOMFF14F6AA,2026-04-02,19:52,Haldiram's,Pasta,676.52,20,541.22,47,Upi,Cancelled,4,Thursday,2026,High
ZOMED7AFE9B,2026-04-06,23:20,Domino's,Ice Cream,199.71,15,169.75,70,Wallet,Delayed,4,Monday,2026,Low
ZOMCADDC981,2026-04-19,21:24,Burger King,Sandwich,506.98,38,314.33,29,Credit Card,Delivered,4,Sunday,2026,Medium
ZOM3AFAEBB9,2026-04-12,08:33,Burger King,Burger,679.87,21,537.1,26,Upi,Delayed,4,Sunday,2026,High
ZOMA45F6A6E,2026-04-12,12:02,Cafe Coffee Day,Burger,1255.11,32,853.47,15,Wallet,Delayed,4,Sunday,2026,High
ZOM0363DF79,2026-04-02,06:21,Haldiram's,Sandwich,1317.54,26,974.98,39,Debit Card,Delivered,4,Thursday,2026,High
ZOMD5DEB038,2026-04-29,09:37,Cafe Coffee Day,Coffee,1227.29,13,1067.74,31,Debit Card,Cancelled,4,Wednesday,2026,Very High
ZOMD7C58111,2026-04-15,13:47,McDonald's,Coffee,1381.33,7,1284.64,20,Cash,Delivered,4,Wednesday,2026,Very High
ZOM360D8752,2026-04-04,10:02,Haldiram's,Coffee,1479.32,15,1257.42,59,Credit Card,Cancelled,4,Saturday,2026,Very High
ZOMAEB7425A,2026-04-18,13:45,Haldiram's,Pizza,813.74,4,781.19,17,Credit Card,Delivered,4,Saturday,2026,High
ZOM48F4742B,2026-04-11,16:38,Pizza Hut,Biryani,425.82,13,370.46,69,Wallet,Cancelled,4,Saturday,2026,Medium
ZOM9F3E697D,2026-04-23,22:42,KFC,Ice Cream,673.51,6,633.1,35,Credit Card,Delayed,4,Thursday,2026,High
ZOMAD80D3D8,2026-04-01,00:10,KFC,Ice Cream,928.85,30,650.19,15,Upi,Delivered,4,Wednesday,2026,High
ZOM6A188109,2026-04-03,05:54,Cafe Coffee Day,Burger,526.14,22,410.39,49,Upi,Cancelled,4,Friday,2026,Medium
ZOMCE7048D0,2026-04-18,01:24,Haldiram's,Sandwich,1151.79,5,1094.2,53,Wallet,Delayed,4,Saturday,2026,Very High
ZOM5DF612A2,2026-04-04,06:58,Domino's,Fries,673.62,23,518.69,36,Upi,Delayed,4,Saturday,2026,High
ZOMBE5A39C5,2026-04-04,21:52,KFC,Paneer Tikka,1140.78,37,718.69,41,Wallet,Cancelled,4,Saturday,2026,High
ZOMA46B35BD,2026-04-03,16:27,McDonald's,Noodles,1217.04,31,839.76,15,Wallet,Delivered,4,Friday,2026,High
ZOM6C276129,2026-04-21,09:39,KFC,Biryani,1428.13,38,885.44,63,Wallet,Delayed,4,Tuesday,2026,High
ZOMB0D9AC2C,2026-04-26,11:01,Haldiram's,Coffee,796.75,6,748.94,20,Cash,Delayed,4,Sunday,2026,High
ZOM38CB7168,2026-04-08,06:52,Subway,Paneer Tikka,313.89,12,276.22,37,Cash,Delivered,4,Wednesday,2026,Medium
ZOM3D29513C,2026-04-02,18:55,Domino's,Pizza,1419.98,16,1192.78,67,Cash,Cancelled,4,Thursday,2026,Very High
ZOM9FD884BA,2026-04-28,21:04,Cafe Coffee Day,Fries,1411.17,30,987.82,48,Wallet,Cancelled,4,Tuesday,2026,High
ZOM1BFC17BB,2026-04-13,04:45,Domino's,Coffee,739.57,34,488.12,40,Upi,Delivered,4,Monday,2026,Medium
ZOMAAD2BD5E,2026-04-23,05:57,Domino's,Pasta,692.03,8,636.67,18,Debit Card,Delayed,4,Thursday,2026,High
ZOM51739090,2026-04-27,11:04,McDonald's,Biryani,712.47,31,491.6,22,Upi,Delayed,4,Monday,2026,Medium
ZOM05BF8737,2026-04-14,01:53,McDonald's,Burger,1007.64,34,665.04,57,Cash,Delayed,4,Tuesday,2026,High
ZOMA70220DA,2026-04-23,20:49,Haldiram's,Pasta,437.43,39,266.83,27,Upi,Delivered,4,Thursday,2026,Medium
ZOM577304B1,2026-04-11,11:37,Cafe Coffee Day,Paneer Tikka,1327.25,32,902.53,61,Cash,Delivered,4,Saturday,2026,High
ZOM94C990F8,2026-04-14,04:14,Pizza Hut,Paneer Tikka,278.73,18,228.56,42,Wallet,Delayed,4,Tuesday,2026,Medium
ZOM7EAC12A7,2026-04-23,16:44,Domino's,Paneer Tikka,955.32,6,898.0,60,Debit Card,Delayed,4,Thursday,2026,High
ZOMD843CC2C,2026-04-04,18:48,Domino's,Sandwich,678.29,35,440.89,37,Upi,Cancelled,4,Saturday,2026,Medium
ZOMA5F28042,2026-04-06,02:04,KFC,Coffee,314.55,3,305.11,15,Wallet,Delivered,4,Monday,2026,Medium
ZOMFB23FB29,2026-04-13,08:49,Domino's,Sandwich,262.44,35,170.59,31,Debit Card,Delivered,4,Monday,2026,Low
ZOMECE1F4AF,2026-04-29,17:44,Cafe Coffee Day,Burger,224.02,39,136.65,31,Upi,Delayed,4,Wednesday,2026,Low
ZOMC340E303,2026-04-27,07:17,Subway,Sandwich,706.3,20,565.04,51,Credit Card,Delivered,4,Monday,2026,High
ZOM4C1170FD,2026-04-27,12:00,Barbeque Nation,Pizza,935.06,21,738.7,41,Cash,Delayed,4,Monday,2026,High
ZOMCDFBDDCB,2026-04-15,08:21,Barbeque Nation,Pasta,669.76,38,415.25,58,Wallet,Delayed,4,Wednesday,2026,Medium
ZOME6C20A11,2026-04-18,11:36,Subway,Biryani,1022.33,31,705.41,53,Credit Card,Delivered,4,Saturday,2026,High
ZOM46E6A4F4,2026-04-10,04:42,Subway,Paneer Tikka,973.75,1,964.01,37,Debit Card,Delayed,4,Friday,2026,High
ZOM58A6A7F1,2026-04-15,13:11,Barbeque Nation,Sandwich,556.35,12,489.59,44,Debit Card,Cancelled,4,Wednesday,2026,Medium
ZOMB36815C3,2026-04-20,02:56,KFC,Pizza,948.79,22,740.06,21,Debit Card,Cancelled,4,Monday,2026,High
ZOMBF4C5AF5,2026-04-16,04:33,McDonald's,Noodles,1472.97,25,1104.73,33,Debit Card,Delayed,4,Thursday,2026,Very High
ZOMF7A31DA8,2026-04-11,18:58,Burger King,Paneer Tikka,139.77,24,106.23,66,Debit Card,Cancelled,4,Saturday,2026,Low
ZOM865CB74E,2026-04-03,03:48,Barbeque Nation,Coffee,658.52,8,605.84,42,Upi,Delivered,4,Friday,2026,High
ZOM6075FB46,2026-04-10,19:33,Barbeque Nation,Paneer Tikka,295.92,25,221.94,55,Debit Card,Cancelled,4,Friday,2026,Medium
ZOM0EDB7BF7,2026-04-21,01:07,Burger King,Noodles,666.25,24,506.35,62,Debit Card,Delayed,4,Tuesday,2026,High
ZOM7A4EB923,2026-04-10,01:10,Cafe Coffee Day,Biryani,206.81,23,159.24,28,Upi,Delayed,4,Friday,2026,Low
ZOM08DE6B76,2026-04-05,10:09,Pizza Hut,Biryani,497.45,12,437.76,36,Debit Card,Delivered,4,Sunday,2026,Medium
ZOM20378BAB,2026-04-01,16:20,Haldiram's,Sandwich,1148.27,33,769.34,53,Debit Card,Delivered,4,Wednesday,2026,High
ZOM08F7B77C,2026-04-15,05:06,Pizza Hut,Biryani,619.51,3,600.92,15,Credit Card,Delayed,4,Wednesday,2026,High
ZOMC4F4A7F4,2026-04-29,07:21,KFC,Burger,394.92,5,375.17,47,Credit Card,Cancelled,4,Wednesday,2026,Medium
ZOM5EDFB7E1,2026-04-30,13:01,KFC,Sandwich,574.55,39,350.48,57,Cash,Delivered,4,Thursday,2026,Medium
ZOMBDB23879,2026-04-05,04:46,Domino's,Paneer Tikka,1110.6,7,1032.86,20,Cash,Delayed,4,Sunday,2026,Very High
ZOM5B57E930,2026-04-09,08:56,Subway,Burger,1146.95,6,1078.13,32,Upi,Delayed,4,Thursday,2026,Very High
ZOM97189B42,2026-04-30,15:32,Cafe Coffee Day,Noodles,426.97,12,375.73,52,Wallet,Delivered,4,Thursday,2026,Medium
ZOM4CB9DD3D,2026-04-23,09:02,McDonald's,Coffee,1163.73,6,1093.91,48,Cash,Delivered,4,Thursday,2026,Very High
ZOMB54630BF,2026-04-03,06:31,Barbeque Nation,Burger,979.34,36,626.78,47,Upi,Delayed,4,Friday,2026,High
ZOM8FBF2317,2026-04-01,01:51,Burger King,Sandwich,1059.87,24,805.5,25,Debit Card,Cancelled,4,Wednesday,2026,High
ZOM3AB32987,2026-04-15,16:49,KFC,Fries,970.84,27,708.71,38,Wallet,Cancelled,4,Wednesday,2026,High
ZOMBD4458BD,2026-04-15,09:49,Burger King,Coffee,1422.94,22,1109.89,28,Credit Card,Delayed,4,Wednesday,2026,Very High
ZOMB1BFABEE,2026-04-17,17:09,Burger King,Fries,389.68,31,268.88,34,Credit Card,Delayed,4,Friday,2026,Medium
ZOME3A83EDE,2026-04-06,04:40,McDonald's,Burger,564.26,20,451.41,44,Wallet,Delayed,4,Monday,2026,Medium
ZOM1C08D405,2026-04-18,05:35,KFC,Sandwich,154.83,2,151.73,36,Credit Card,Delivered,4,Saturday,2026,Low
ZOM053393AE,2026-04-18,23:33,Burger King,Pizza,377.63,30,264.34,31,Debit Card,Cancelled,4,Saturday,2026,Medium
ZOM58D678FA,2026-04-16,13:24,Barbeque Nation,Biryani,1382.81,2,1355.15,49,Wallet,Cancelled,4,Thursday,2026,Very High
ZOM181A01C9,2026-04-10,10:45,Cafe Coffee Day,Burger,1080.89,32,735.01,61,Cash,Delivered,4,Friday,2026,High
ZOMA85DE525,2026-04-21,15:20,Biryani House,Ice Cream,406.5,13,353.65,38,Wallet,Delivered,4,Tuesday,2026,Medium
ZOMABF8B8CF,2026-04-04,11:49,Biryani House,Biryani,1155.09,8,1062.68,21,Upi,Cancelled,4,Saturday,2026,Very High
ZOM5540040A,2026-04-27,09:45,Subway,Sandwich,1359.9,5,1291.9,29,Upi,Delayed,4,Monday,2026,Very High
ZOMB84F3241,2026-04-27,03:00,Subway,Sandwich,1231.27,5,1169.71,37,Cash,Delayed,4,Monday,2026,Very High
ZOM6E028567,2026-04-26,19:24,Cafe Coffee Day,Sandwich,1405.3,22,1096.13,32,Cash,Delivered,4,Sunday,2026,Very High
ZOMFC826DC0,2026-04-03,19:50,McDonald's,Burger,965.02,30,675.51,58,Credit Card,Delivered,4,Friday,2026,High
ZOM002C84A5,2026-04-08,07:56,Cafe Coffee Day,Biryani,501.75,37,316.1,54,Debit Card,Delayed,4,Wednesday,2026,Medium
ZOM8AEB779D,2026-04-15,00:05,KFC,Sandwich,154.71,2,151.62,29,Credit Card,Cancelled,4,Wednesday,2026,Low
ZOM3F3AE782,2026-04-20,19:31,Pizza Hut,Ice Cream,622.73,34,411.0,60,Debit Card,Delayed,4,Monday,2026,Medium
ZOMC113786C,2026-04-03,23:33,Cafe Coffee Day,Ice Cream,842.42,5,800.3,40,Upi,Delayed,4,Friday,2026,High
ZOMC5C9B8CA,2026-04-30,04:07,Burger King,Noodles,625.57,37,394.11,53,Credit Card,Delivered,4,Thursday,2026,Medium
ZOM0D360E5C,2026-04-15,13:58,Cafe Coffee Day,Sandwich,423.03,8,389.19,52,Upi,Delivered,4,Wednesday,2026,Medium
ZOMAA62C813,2026-04-07,03:10,Haldiram's,Fries,350.98,14,301.84,31,Wallet,Delivered,4,Tuesday,2026,Medium
ZOME2484B93,2026-04-30,14:00,McDonald's,Sandwich,519.98,13,452.38,61,Wallet,Delivered,4,Thursday,2026,Medium
ZOMFDA05B62,2026-04-26,12:35,Cafe Coffee Day,Noodles,759.39,29,539.17,31,Upi,Cancelled,4,Sunday,2026,High
ZOM54405A03,2026-04-01,07:25,Biryani House,Pizza,651.29,22,508.01,15,Debit Card,Cancelled,4,Wednesday,2026,High
ZOM5B7EC68B,2026-04-23,04:10,Burger King,Burger,1299.63,35,844.76,70,Cash,Delayed,4,Thursday,2026,High
ZOMC4CBBE91,2026-04-21,17:08,Barbeque Nation,Coffee,286.87,13,249.58,70,Wallet,Delivered,4,Tuesday,2026,Medium
ZOMD199CA6E,2026-04-16,17:50,Burger King,Coffee,480.99,28,346.31,31,Cash,Delayed,4,Thursday,2026,Medium
ZOM612DEF64,2026-04-07,06:54,Pizza Hut,Paneer Tikka,135.31,19,109.6,68,Debit Card,Delayed,4,Tuesday,2026,Low
ZOM254D4143,2026-04-06,21:48,Biryani House,Coffee,170.62,25,127.97,17,Credit Card,Delayed,4,Monday,2026,Low
ZOM78BE4A0C,2026-04-12,07:06,Subway,Pasta,370.75,16,311.43,36,Wallet,Delayed,4,Sunday,2026,Medium
ZOMCFA63F6A,2026-04-09,18:56,McDonald's,Ice Cream,1499.54,5,1424.56,57,Credit Card,Cancelled,4,Thursday,2026,Very High
ZOM28FBD419,2026-04-12,03:09,McDonald's,Pizza,1454.28,11,1294.31,70,Debit Card,Delayed,4,Sunday,2026,Very High
ZOMAA25C84E,2026-04-08,14:35,Domino's,Sandwich,1061.45,30,743.01,50,Cash,Cancelled,4,Wednesday,2026,High
ZOMD0CED506,2026-04-09,20:33,Pizza Hut,Paneer Tikka,250.89,26,185.66,37,Credit Card,Delayed,4,Thursday,2026,Low
ZOMEB6631CA,2026-04-27,17:51,Haldiram's,Sandwich,983.08,23,756.97,25,Upi,Delayed,4,Monday,2026,High
ZOMD05C062F,2026-04-08,15:36,KFC,Coffee,1161.49,6,1091.8,27,Debit Card,Cancelled,4,Wednesday,2026,Very High
ZOMF4D9CC1C,2026-04-19,15:11,Biryani House,Ice Cream,794.63,29,564.19,46,Debit Card,Cancelled,4,Sunday,2026,High
ZOM086CED30,2026-04-12,18:13,Biryani House,Burger,618.01,35,401.71,28,Credit Card,Delivered,4,Sunday,2026,Medium
ZOM5433140E,2026-04-16,08:38,KFC,Ice Cream,220.7,22,172.15,16,Wallet,Delayed,4,Thursday,2026,Low
ZOM48D66056,2026-04-18,09:11,Burger King,Pasta,716.65,31,494.49,27,Wallet,Delayed,4,Saturday,2026,Medium
ZOM44CAC633,2026-04-01,21:51,McDonald's,Fries,796.21,25,597.16,70,Upi,Delivered,4,Wednesday,2026,High
ZOM114DE013,2026-04-04,02:05,Pizza Hut,Sandwich,429.04,6,403.3,48,Upi,Cancelled,4,Saturday,2026,Medium
ZOM61FAD054,2026-04-10,05:47,Cafe Coffee Day,Paneer Tikka,394.36,16,331.26,25,Upi,Cancelled,4,Friday,2026,Medium
ZOM7B813A95,2026-04-19,19:00,Biryani House,Burger,240.1,33,160.87,66,Debit Card,Cancelled,4,Sunday,2026,Low
ZOM722D394D,2026-04-27,14:45,Haldiram's,Paneer Tikka,955.73,19,774.14,20,Credit Card,Cancelled,4,Monday,2026,High
ZOM983FA747,2026-04-08,16:42,Cafe Coffee Day,Paneer Tikka,1392.55,24,1058.34,51,Debit Card,Cancelled,4,Wednesday,2026,Very High
ZOM9DCD32AA,2026-04-22,07:24,Haldiram's,Coffee,743.89,2,729.01,22,Upi,Delivered,4,Wednesday,2026,High
ZOM190D3677,2026-04-25,06:29,KFC,Biryani,370.06,19,299.75,18,Credit Card,Delayed,4,Saturday,2026,Medium
ZOM5223C963,2026-04-26,12:36,Subway,Fries,900.95,10,810.86,54,Debit Card,Delivered,4,Sunday,2026,High
ZOM40CDD945,2026-04-22,20:23,Haldiram's,Pasta,619.44,28,446.0,25,Debit Card,Cancelled,4,Wednesday,2026,Medium
ZOM38DE3277,2026-04-01,03:07,Haldiram's,Burger,1060.18,19,858.75,68,Debit Card,Delayed,4,Wednesday,2026,High
ZOMFA5DEA46,2026-04-16,06:40,Domino's,Paneer Tikka,1235.56,26,914.31,42,Wallet,Cancelled,4,Thursday,2026,High
ZOMB880D4EF,2026-04-14,16:35,Biryani House,Burger,1069.25,35,695.01,17,Wallet,Cancelled,4,Tuesday,2026,High
ZOMF9EF0AB6,2026-04-22,19:30,Barbeque Nation,Coffee,396.64,22,309.38,45,Wallet,Cancelled,4,Wednesday,2026,Medium
ZOM57A6BA72,2026-04-27,06:44,Subway,Sandwich,1383.81,26,1024.02,46,Upi,Delivered,4,Monday,2026,Very High
ZOMAA5EE35D,2026-04-13,06:09,Biryani House,Fries,796.2,31,549.38,53,Debit Card,Cancelled,4,Monday,2026,High
ZOMBA98DACF,2026-04-24,10:33,Biryani House,Paneer Tikka,733.34,24,557.34,31,Wallet,Delayed,4,Friday,2026,High
ZOM22DD94A7,2026-04-09,14:47,KFC,Sandwich,228.06,22,177.89,69,Debit Card,Cancelled,4,Thursday,2026,Low
ZOMC40AAA07,2026-04-28,10:41,Burger King,Sandwich,169.79,40,101.87,16,Credit Card,Delivered,4,Tuesday,2026,Low
ZOMF0A63805,2026-04-15,15:10,Barbeque Nation,Sandwich,948.71,0,948.71,58,Wallet,Delayed,4,Wednesday,2026,High
ZOMB48DB5BE,2026-04-13,10:56,Subway,Fries,433.25,39,264.28,16,Cash,Cancelled,4,Monday,2026,Medium
ZOMECE480D5,2026-04-26,11:17,Cafe Coffee Day,Ice Cream,884.47,2,866.78,15,Credit Card,Delivered,4,Sunday,2026,High
ZOMDFC16A96,2026-04-18,06:12,Biryani House,Paneer Tikka,1126.57,23,867.46,27,Cash,Delayed,4,Saturday,2026,High
ZOM721702FA,2026-04-20,03:15,Subway,Ice Cream,681.77,24,518.15,17,Credit Card,Delivered,4,Monday,2026,High
ZOMB39AF3D5,2026-04-16,07:29,McDonald's,Fries,408.46,17,339.02,15,Debit Card,Delivered,4,Thursday,2026,Medium
ZOM388FA813,2026-04-06,22:16,McDonald's,Pizza,1277.03,20,1021.62,66,Cash,Cancelled,4,Monday,2026,Very High
ZOM19D84BFD,2026-04-12,16:14,Haldiram's,Coffee,1319.7,28,950.18,28,Cash,Cancelled,4,Sunday,2026,High
ZOM318F8F2A,2026-04-30,12:29,Subway,Coffee,507.96,27,370.81,70,Debit Card,Delayed,4,Thursday,2026,Medium
ZOMDBBDCAEE,2026-04-02,07:13,Cafe Coffee Day,Pasta,1294.06,8,1190.54,67,Wallet,Delayed,4,Thursday,2026,Very High
ZOM8F8007CA,2026-04-16,08:07,Domino's,Paneer Tikka,583.23,9,530.74,33,Upi,Delivered,4,Thursday,2026,High
ZOM603BEEB1,2026-04-29,02:01,Biryani House,Pizza,367.07,31,253.28,45,Wallet,Delivered,4,Wednesday,2026,Medium
ZOM8CF8B1FF,2026-04-22,19:20,Barbeque Nation,Sandwich,278.68,19,225.73,52,Debit Card,Cancelled,4,Wednesday,2026,Medium
ZOM1851FBDE,2026-04-19,20:30,KFC,Pizza,399.01,12,351.13,42,Upi,Cancelled,4,Sunday,2026,Medium
ZOM8F1D3FA2,2026-04-09,06:56,Subway,Noodles,563.58,23,433.96,48,Wallet,Delivered,4,Thursday,2026,Medium
ZOM1E3D753F,2026-04-28,10:01,Burger King,Coffee,1425.26,22,1111.7,17,Cash,Cancelled,4,Tuesday,2026,Very High
ZOME3411E70,2026-04-01,23:25,Pizza Hut,Coffee,1307.79,30,915.45,63,Debit Card,Delivered,4,Wednesday,2026,High
ZOMF83D118D,2026-04-16,02:40,McDonald's,Biryani,1287.67,34,849.86,53,Cash,Delivered,4,Thursday,2026,High
ZOMEBE9491E,2026-04-29,23:25,Haldiram's,Burger,1392.97,13,1211.88,23,Cash,Cancelled,4,Wednesday,2026,Very High
ZOMA9C7F43D,2026-04-15,08:23,Barbeque Nation,Sandwich,945.55,37,595.7,58,Upi,Delayed,4,Wednesday,2026,High
ZOM78240420,2026-04-24,06:58,Biryani House,Ice Cream,1380.46,31,952.52,43,Upi,Cancelled,4,Friday,2026,High
ZOMF62A8B54,2026-04-30,22:32,Cafe Coffee Day,Paneer Tikka,1194.33,0,1194.33,19,Upi,Delayed,4,Thursday,2026,Very High
ZOM48CEC300,2026-04-26,12:54,Domino's,Coffee,1004.83,7,934.49,32,Upi,Cancelled,4,Sunday,2026,High
ZOMF3B2018B,2026-04-02,14:33,Subway,Noodles,402.88,34,265.9,48,Credit Card,Delayed,4,Thursday,2026,Medium
ZOM2F0D9E6F,2026-04-07,00:14,Cafe Coffee Day,Pasta,470.94,22,367.33,42,Credit Card,Delayed,4,Tuesday,2026,Medium
ZOM4A9C95D3,2026-04-10,22:43,Subway,Paneer Tikka,129.99,18,106.59,23,Debit Card,Delivered,4,Friday,2026,Low
ZOM101C01C0,2026-04-17,01:39,Cafe Coffee Day,Ice Cream,133.65,7,124.29,70,Wallet,Delivered,4,Friday,2026,Low
ZOMA32D421D,2026-04-26,21:50,KFC,Burger,658.15,16,552.85,42,Debit Card,Delayed,4,Sunday,2026,High
ZOMDB30D455,2026-04-17,10:47,Subway,Sandwich,981.36,17,814.53,17,Wallet,Delayed,4,Friday,2026,High
ZOM0316219C,2026-04-22,18:57,KFC,Pizza,555.32,37,349.85,27,Cash,Delayed,4,Wednesday,2026,Medium
ZOM42B7CDDB,2026-04-02,14:40,Domino's,Fries,1344.7,27,981.63,24,Debit Card,Delayed,4,Thursday,2026,High
ZOM5DB88633,2026-04-20,01:07,KFC,Pizza,1145.64,10,1031.08,23,Wallet,Delayed,4,Monday,2026,Very High
ZOM3ED37ABD,2026-04-22,19:25,Domino's,Paneer Tikka,645.91,14,555.48,67,Cash,Delivered,4,Wednesday,2026,High
ZOMD91D93A3,2026-04-12,12:22,KFC,Pizza,485.34,0,485.34,43,Wallet,Delayed,4,Sunday,2026,Medium
ZOM798D6659,2026-04-19,03:51,Burger King,Noodles,607.44,3,589.22,28,Cash,Delivered,4,Sunday,2026,High
ZOM413D94F4,2026-04-04,04:55,Pizza Hut,Pasta,1465.06,38,908.34,20,Wallet,Cancelled,4,Saturday,2026,High
ZOM2F254427,2026-04-01,00:18,Barbeque Nation,Biryani,296.67,5,281.84,59,Upi,Delayed,4,Wednesday,2026,Medium
ZOM2DC6D226,2026-04-28,12:59,Subway,Ice Cream,833.71,3,808.7,70,Upi,Delayed,4,Tuesday,2026,High
ZOM20301F94,2026-04-02,18:15,Pizza Hut,Sandwich,1375.87,3,1334.59,48,Credit Card,Delayed,4,Thursday,2026,Very High
ZOM1D1CEC6E,2026-04-15,06:58,Cafe Coffee Day,Paneer Tikka,832.36,28,599.3,43,Cash,Delayed,4,Wednesday,2026,High
ZOM5F79D264,2026-04-26,16:47,Pizza Hut,Pasta,327.5,21,258.73,48,Upi,Cancelled,4,Sunday,2026,Medium
ZOM44958C2F,2026-04-28,02:34,KFC,Ice Cream,336.4,9,306.12,70,Cash,Cancelled,4,Tuesday,2026,Medium
ZOM17A1E428,2026-04-30,08:54,McDonald's,Ice Cream,301.48,22,235.15,36,Cash,Cancelled,4,Thursday,2026,Medium
ZOM2037E332,2026-04-12,20:29,Barbeque Nation,Burger,1066.07,33,714.27,36,Credit Card,Delayed,4,Sunday,2026,High
ZOMA5BB3C5C,2026-04-02,07:03,Haldiram's,Coffee,1412.87,7,1313.97,61,Wallet,Cancelled,4,Thursday,2026,Very High
ZOME7CFC9E2,2026-04-28,09:16,Biryani House,Burger,1143.6,29,811.96,58,Credit Card,Delivered,4,Tuesday,2026,High
ZOM77EA82AD,2026-04-27,22:48,Subway,Paneer Tikka,525.96,35,341.87,62,Upi,Delayed,4,Monday,2026,Medium
ZOM4BA7E11D,2026-04-28,10:47,Burger King,Sandwich,162.02,36,103.69,33,Debit Card,Delayed,4,Tuesday,2026,Low
ZOM3635020E,2026-04-10,01:15,Cafe Coffee Day,Coffee,1386.08,1,1372.22,53,Credit Card,Cancelled,4,Friday,2026,Very High
ZOM80A01C13,2026-04-26,11:38,Pizza Hut,Fries,1082.92,13,942.14,47,Wallet,Delivered,4,Sunday,2026,High
ZOM321C71AE,2026-04-28,01:32,Burger King,Noodles,1164.15,8,1071.02,43,Credit Card,Cancelled,4,Tuesday,2026,Very High
ZOMC21C34D5,2026-04-15,14:40,Subway,Fries,805.38,31,555.71,51,Cash,Cancelled,4,Wednesday,2026,High
ZOM138C49EF,2026-04-10,22:07,Cafe Coffee Day,Biryani,294.14,32,200.02,69,Credit Card,Delayed,4,Friday,2026,Medium
ZOMFD7044C4,2026-04-19,07:30,Domino's,Pizza,942.67,39,575.03,46,Upi,Delayed,4,Sunday,2026,High
ZOM3BA4F1D3,2026-04-10,10:57,Barbeque Nation,Sandwich,622.58,18,510.52,51,Debit Card,Cancelled,4,Friday,2026,High
ZOM4B2C32FB,2026-04-29,08:59,Biryani House,Coffee,1113.09,6,1046.3,23,Cash,Delayed,4,Wednesday,2026,Very High
ZOM9AB1818E,2026-04-19,10:50,McDonald's,Biryani,702.05,31,484.41,36,Credit Card,Delayed,4,Sunday,2026,Medium
ZOM1BB4D986,2026-04-08,10:57,Cafe Coffee Day,Coffee,161.22,10,145.1,43,Credit Card,Delayed,4,Wednesday,2026,Low
ZOMF48F47D6,2026-04-24,00:24,Burger King,Noodles,535.55,9,487.35,24,Debit Card,Cancelled,4,Friday,2026,Medium
ZOME332DD2D,2026-04-12,06:51,Pizza Hut,Burger,206.6,18,169.41,59,Cash,Cancelled,4,Sunday,2026,Low
ZOM0A56E33C,2026-04-04,15:58,Domino's,Fries,1401.87,3,1359.81,33,Credit Card,Cancelled,4,Saturday,2026,Very High
ZOMF64CCC07,2026-04-18,07:50,Haldiram's,Fries,519.91,22,405.53,68,Credit Card,Cancelled,4,Saturday,2026,Medium
ZOMDD1FBB59,2026-04-26,05:07,KFC,Pasta,705.07,35,458.3,38,Debit Card,Delayed,4,Sunday,2026,Medium
ZOM8B0A01DF,2026-04-28,13:26,Haldiram's,Fries,822.39,35,534.55,63,Upi,Cancelled,4,Tuesday,2026,High
ZOMF4F67E32,2026-04-26,23:37,Biryani House,Pizza,246.49,32,167.61,33,Cash,Delivered,4,Sunday,2026,Low
ZOM8D8F0DD9,2026-04-16,02:23,Barbeque Nation,Fries,1376.79,30,963.75,64,Cash,Delivered,4,Thursday,2026,High
ZOM260EE217,2026-04-21,22:37,KFC,Coffee,750.37,14,645.32,50,Debit Card,Delivered,4,Tuesday,2026,High
ZOM11CE29FC,2026-04-25,19:43,Biryani House,Pizza,1452.43,4,1394.33,48,Wallet,Delayed,4,Saturday,2026,Very High
ZOMADD4F76C,2026-04-17,17:22,McDonald's,Pizza,1011.8,1,1001.68,38,Credit Card,Delayed,4,Friday,2026,Very High
ZOM3F7F473B,2026-04-07,19:05,KFC,Biryani,248.11,23,191.04,17,Cash,Cancelled,4,Tuesday,2026,Low
ZOM5D362796,2026-04-10,01:02,KFC,Pasta,963.3,12,847.7,51,Debit Card,Delivered,4,Friday,2026,High
ZOM191A27EF,2026-04-16,18:02,KFC,Ice Cream,375.22,0,375.22,50,Debit Card,Delayed,4,Thursday,2026,Medium
ZOMCA0E1076,2026-04-06,20:04,KFC,Ice Cream,892.24,39,544.27,34,Credit Card,Cancelled,4,Monday,2026,High
