Order_ID,Date,Time,Restaurant_Name,Food_Item,Order_Amount,Discount_Percentage,Final_Amount,Delivery_Time_Minutes,Payment_Method,Delivery_Status
ZOM4B9DCBB3,06-04-2026,22:32,Subway,Pasta,1359.49,7,1264.33,67,Credit Card,Delivered
ZOM27E4F61B,11-04-2026,20:16,Biryani House,Biryani,1259.26,21,994.82,68,Wallet,Delayed
ZOM8661D021,28-04-2026,13:51,Cafe Coffee Day,Ice Cream,1152.16,0,1152.16,20,Cash,Delayed
ZOM7EABA98A,10-04-2026,22:29,KFC,Sandwich,1217.22,4,1168.53,64,UPI,Cancelled
ZOM365A6BBD,22-04-2026,08:39,Domino's,Fries,241.73,20,193.38,59,Wallet,Delivered
ZOM132CF0DA,22-04-2026,08:03,Subway,Coffee,1166.33,20,933.06,60,Credit Card,Delivered
ZOM96ACE795,05-04-2026,01:25,Biryani House,Burger,971.21,40,582.73,21,Wallet,Delayed
ZOMEB3B8357,12-04-2026,18:29,Burger King,Fries,421.56,28,303.52,30,UPI,Delivered
ZOMFFE265DF,04-04-2026,10:34,KFC,Paneer Tikka,496.56,19,402.21,65,Credit Card,Cancelled
ZOM4AE069FC,29-04-2026,04:35,Subway,Pizza,142.66,20,114.13,18,Wallet,Delivered
ZOM9E32329C,25-04-2026,23:48,Pizza Hut,Pizza,410.77,36,262.89,45,Wallet,Cancelled
ZOM661D5238,08-04-2026,00:56,Haldiram's,Pizza,1295.72,12,1140.23,69,UPI,Delivered
ZOM864F3292,25-04-2026,08:40,KFC,Biryani,1128.97,40,677.38,62,Wallet,Delivered
ZOM85EBD358,29-04-2026,12:09,Pizza Hut,Fries,154.65,21,122.17,60,Credit Card,Delayed
ZOM52B3ED0D,13-04-2026,04:56,Cafe Coffee Day,Fries,816.89,38,506.47,39,Credit Card,Delayed
ZOMDC7F4C13,30-04-2026,14:34,Haldiram's,Pasta,1074.19,14,923.8,53,Wallet,Cancelled
ZOME1E624D2,07-04-2026,02:01,McDonald's,Ice Cream,918.13,22,716.14,47,Wallet,Cancelled
ZOM5F9751A3,25-04-2026,14:35,Barbeque Nation,Pizza,727.05,11,647.07,58,Wallet,Cancelled
ZOM1BEE80A2,16-04-2026,05:46,KFC,Paneer Tikka,1319.31,32,897.13,43,Wallet,Delivered
ZOM5AACBEE6,01-04-2026,21:54,Barbeque Nation,Coffee,218.24,38,135.31,67,Credit Card,Delayed
ZOMCF1A54CA,21-04-2026,18:54,Subway,Coffee,1178.29,33,789.45,63,UPI,Cancelled
ZOM8F51E298,25-04-2026,09:21,Pizza Hut,Coffee,1319.37,10,1187.43,55,Debit Card,Delivered
ZOM6A4F3B00,29-04-2026,06:58,Barbeque Nation,Ice Cream,336.03,6,315.87,43,Credit Card,Delayed
ZOM8A73D1DE,15-04-2026,10:03,Domino's,Biryani,1216.64,35,790.82,17,Debit Card,Cancelled
ZOMB2286C8C,29-04-2026,21:58,Biryani House,Paneer Tikka,295.09,16,247.88,18,Debit Card,Cancelled
ZOM916FB78E,07-04-2026,18:01,Barbeque Nation,Sandwich,993.25,16,834.33,45,Debit Card,Delivered
ZOM9CCDC3C3,20-04-2026,05:02,Subway,Sandwich,325.68,40,195.41,15,Debit Card,Delivered
ZOM981C36D9,21-04-2026,03:36,Haldiram's,Pizza,787.63,34,519.84,22,UPI,Delivered
ZOME2DE0BAF,02-04-2026,06:48,Haldiram's,Burger,668.64,11,595.09,62,Debit Card,Delayed
ZOM7B73BD67,26-04-2026,20:16,McDonald's,Coffee,1400.38,27,1022.28,41,Debit Card,Cancelled
ZOM81FCBE18,16-04-2026,02:01,KFC,Fries,794.43,36,508.44,26,Debit Card,Cancelled
ZOM22F6F90A,14-04-2026,11:08,Barbeque Nation,Pasta,1484.33,1,1469.49,21,Cash,Delivered
ZOM28D24E5D,21-04-2026,00:04,Barbeque Nation,Pasta,1136.38,5,1079.56,26,UPI,Cancelled
ZOM713A536C,06-04-2026,18:59,Subway,Burger,184.52,31,127.32,66,Debit Card,Cancelled
ZOM509BAE39,23-04-2026,22:17,Barbeque Nation,Coffee,410.9,2,402.68,16,Credit Card,Delivered
ZOMF829CD63,18-04-2026,21:15,Burger King,Pasta,253.06,31,174.61,23,Credit Card,Cancelled
ZOM23970000,27-04-2026,23:16,McDonald's,Pizza,1479.98,30,1035.99,39,UPI,Cancelled
ZOMB35B5B56,02-04-2026,13:29,Cafe Coffee Day,Noodles,1443.96,15,1227.37,48,Wallet,Delayed
ZOMEFA4B9FB,06-04-2026,02:16,Domino's,Pizza,288.7,7,268.49,44,Cash,Delayed
ZOME53FDD05,01-04-2026,16:42,Barbeque Nation,Pizza,474.96,39,289.73,61,UPI,Delayed
ZOMEAD2422D,04-04-2026,14:03,Subway,Noodles,1134.09,25,850.57,55,Debit Card,Delayed
ZOMA5609A44,11-04-2026,17:40,Cafe Coffee Day,Paneer Tikka,631.1,23,485.95,16,Cash,Delayed
ZOMFF8424BE,08-04-2026,12:40,Haldiram's,Sandwich,756.41,20,605.13,64,Debit Card,Delayed
ZOME6B51EB4,03-04-2026,00:52,Haldiram's,Paneer Tikka,924.69,39,564.06,68,Cash,Delayed
ZOM22137883,27-04-2026,15:33,Pizza Hut,Biryani,509.65,25,382.24,28,UPI,Delayed
ZOM54C9B02F,01-04-2026,09:20,Subway,Pasta,1278.38,12,1124.97,16,Credit Card,Delayed
ZOM6B41DB50,27-04-2026,17:11,Domino's,Pizza,155.94,29,110.72,16,Cash,Cancelled
ZOM411AF79D,25-04-2026,14:22,Pizza Hut,Pasta,585.82,28,421.79,66,Wallet,Cancelled
ZOM6E0D6F8C,26-04-2026,09:50,KFC,Ice Cream,1101.76,27,804.28,23,Credit Card,Delivered
ZOM3B341167,04-04-2026,15:54,KFC,Pizza,1249.66,40,749.8,27,Credit Card,Delayed
ZOMA253E13D,06-04-2026,02:30,Biryani House,Pasta,1226.08,11,1091.21,58,Cash,Delivered
ZOM4E3D6F37,18-04-2026,01:50,Barbeque Nation,Pizza,1425.47,16,1197.39,49,Wallet,Delayed
ZOM04A61FBD,14-04-2026,22:05,Barbeque Nation,Pizza,268.09,23,206.43,34,Credit Card,Delayed
ZOMCDCACD0D,29-04-2026,07:03,Cafe Coffee Day,Noodles,668.97,20,535.18,23,UPI,Delivered
ZOM83631D15,05-04-2026,14:06,McDonald's,Pizza,1089.27,33,729.81,51,Wallet,Delivered
ZOMAFC6D635,28-04-2026,21:55,Biryani House,Pasta,746.35,26,552.3,38,Cash,Delivered
ZOMF40F9B52,11-04-2026,04:59,Cafe Coffee Day,Burger,697.14,12,613.48,19,UPI,Cancelled
ZOM51353F9F,25-04-2026,00:59,Barbeque Nation,Coffee,665.01,26,492.11,32,Debit Card,Delayed
ZOM741D5B86,27-04-2026,09:06,Pizza Hut,Paneer Tikka,521.34,15,443.14,68,Credit Card,Cancelled
ZOMC9B3D9F4,18-04-2026,18:21,Subway,Biryani,384.17,29,272.76,36,Cash,Cancelled
ZOMC8CC5122,15-04-2026,14:59,Haldiram's,Noodles,644.17,37,405.83,60,Debit Card,Delivered
ZOMCEA1C13D,22-04-2026,18:23,Biryani House,Pizza,242.04,40,145.22,29,Cash,Delayed
ZOM7662ACB0,21-04-2026,07:42,McDonald's,Sandwich,782.98,1,775.15,58,UPI,Delayed
ZOM0ABF58F0,12-04-2026,22:41,McDonald's,Fries,1453.42,28,1046.46,56,UPI,Delayed
ZOM39857C45,20-04-2026,12:46,Burger King,Pasta,1041.05,14,895.3,18,Credit Card,Cancelled
ZOM90193789,30-04-2026,15:09,Biryani House,Burger,584.77,37,368.41,59,UPI,Cancelled
ZOM84B981E3,21-04-2026,20:38,KFC,Pasta,1467.8,22,1144.88,66,Wallet,Cancelled
ZOM9C666279,03-04-2026,12:08,Domino's,Coffee,1395.22,37,878.99,26,Wallet,Delayed
ZOM1B5A250B,25-04-2026,16:05,Biryani House,Pizza,562.86,26,416.52,57,Cash,Delivered
ZOM7B9861F3,30-04-2026,18:34,Barbeque Nation,Pasta,200.02,5,190.02,31,Cash,Cancelled
ZOM940FD1EA,27-04-2026,18:13,Biryani House,Ice Cream,682.23,20,545.78,18,Wallet,Cancelled
ZOM19C4F578,15-04-2026,19:40,Subway,Noodles,1388.41,15,1180.15,24,Credit Card,Delayed
ZOMF7ABC7F5,09-04-2026,03:45,Burger King,Burger,705.68,24,536.32,66,Wallet,Cancelled
ZOMD60A78B8,24-04-2026,09:15,Subway,Noodles,148.42,26,109.83,34,Cash,Delayed
ZOM5AF0C412,21-04-2026,06:08,Subway,Ice Cream,659.36,15,560.46,45,UPI,Delayed
ZOM4E5DE037,24-04-2026,20:11,McDonald's,Coffee,925.51,21,731.15,58,Cash,Delayed
ZOMFCF1763B,23-04-2026,18:02,Subway,Ice Cream,887.95,22,692.6,65,Cash,Cancelled
ZOM84C1FC63,05-04-2026,14:30,McDonald's,Biryani,1369.98,14,1178.18,36,Wallet,Delivered
ZOMB3F9D22B,05-04-2026,21:49,Cafe Coffee Day,Coffee,1432.37,35,931.04,40,Cash,Cancelled
ZOM4E12443F,01-04-2026,08:51,Subway,Sandwich,263.91,28,190.02,44,Debit Card,Cancelled
ZOMDAD8B6E5,23-04-2026,05:54,Biryani House,Paneer Tikka,1181.44,19,956.97,40,Wallet,Cancelled
ZOM0E962278,25-04-2026,03:26,Cafe Coffee Day,Fries,937.95,4,900.43,19,Debit Card,Delivered
ZOMBB2E3EBB,08-04-2026,11:44,Barbeque Nation,Sandwich,1026.73,40,616.04,35,Credit Card,Delayed
ZOM87F5D026,15-04-2026,00:45,Domino's,Pizza,984.13,20,787.3,37,Debit Card,Cancelled
ZOM33A318BA,22-04-2026,10:45,Cafe Coffee Day,Coffee,846.63,2,829.7,41,Credit Card,Delayed
ZOMF9D67186,15-04-2026,16:19,KFC,Burger,278.74,34,183.97,26,Debit Card,Cancelled
ZOM0AEE1F85,02-04-2026,15:34,Pizza Hut,Paneer Tikka,1186.77,12,1044.36,33,Wallet,Delivered
ZOM8718DECE,21-04-2026,04:58,Subway,Ice Cream,473.45,8,435.57,49,UPI,Cancelled
ZOM08B063B1,28-04-2026,00:42,KFC,Sandwich,380.82,23,293.23,21,Debit Card,Cancelled
ZOM2E0A2D5F,23-04-2026,11:19,McDonald's,Burger,682.19,16,573.04,56,Wallet,Delayed
ZOM9CAF8441,04-04-2026,01:41,KFC,Paneer Tikka,257.75,29,183,56,UPI,Delayed
ZOM6915ECBD,06-04-2026,18:32,Pizza Hut,Ice Cream,1250.71,15,1063.1,31,Credit Card,Delayed
ZOME218C2C2,29-04-2026,22:00,Cafe Coffee Day,Noodles,1050.4,8,966.37,19,Cash,Cancelled
ZOM2FB8B9BF,16-04-2026,22:06,Barbeque Nation,Fries,1382.05,24,1050.36,27,Wallet,Delivered
ZOMC76D2B34,27-04-2026,18:06,Subway,Noodles,1059.99,18,869.19,51,Credit Card,Delivered
ZOMCE713542,30-04-2026,16:00,Barbeque Nation,Paneer Tikka,1026.69,1,1016.42,61,Cash,Delivered
ZOM30896717,19-04-2026,20:02,McDonald's,Paneer Tikka,1309.85,16,1100.27,54,Debit Card,Cancelled
ZOMA5291DAB,18-04-2026,23:18,KFC,Noodles,165.45,36,105.89,41,Credit Card,Cancelled
ZOMB5FE8FB9,05-04-2026,13:40,Burger King,Ice Cream,560.2,28,403.34,15,Cash,Delivered
ZOMF0D25CBC,18-04-2026,12:20,Domino's,Pizza,699.3,26,517.48,50,UPI,Cancelled
ZOM285BE56C,19-04-2026,17:01,Barbeque Nation,Ice Cream,1043.4,7,970.36,47,UPI,Delivered
ZOM528BD94D,23-04-2026,07:00,Cafe Coffee Day,Ice Cream,120.64,12,106.16,24,Wallet,Cancelled
ZOMBF44C664,28-04-2026,16:47,Burger King,Pizza,781.11,10,703,63,Cash,Delivered
ZOME2116D9C,15-04-2026,02:03,McDonald's,Coffee,1479.36,34,976.38,51,Cash,Delivered
ZOMDA8625A8,07-04-2026,22:37,Burger King,Burger,764.98,25,573.74,38,Credit Card,Delivered
ZOM9E9BD136,12-04-2026,22:04,Domino's,Noodles,1466.24,35,953.06,15,Cash,Cancelled
ZOM2933AAD9,24-04-2026,04:39,Subway,Biryani,1035.15,38,641.79,57,Wallet,Cancelled
ZOM8E0EDB6F,07-04-2026,10:34,Subway,Paneer Tikka,1181.1,15,1003.93,25,Debit Card,Delivered
ZOM9496FCB8,18-04-2026,18:49,Cafe Coffee Day,Sandwich,1356,34,894.96,54,Credit Card,Cancelled
ZOMBE8A62AB,20-04-2026,02:03,KFC,Fries,960.94,14,826.41,38,Wallet,Delayed
ZOM9B61A4C2,12-04-2026,14:54,KFC,Sandwich,1453.58,32,988.43,40,Cash,Delayed
ZOM0E47B760,17-04-2026,19:06,Haldiram's,Pizza,1344.73,5,1277.49,37,Credit Card,Delayed
ZOM8D38A610,16-04-2026,11:13,Burger King,Paneer Tikka,145.6,40,87.36,41,UPI,Cancelled
ZOME3EF05D1,24-04-2026,18:38,Haldiram's,Sandwich,1043.56,3,1012.25,19,Debit Card,Cancelled
ZOM9440F120,19-04-2026,10:40,Burger King,Noodles,1028.92,2,1008.34,53,Wallet,Delayed
ZOM024FF822,22-04-2026,23:44,Subway,Ice Cream,252.31,21,199.32,20,UPI,Delayed
ZOM6908A546,20-04-2026,03:30,Subway,Fries,984.34,32,669.35,65,Wallet,Cancelled
ZOM64F30254,18-04-2026,23:30,Domino's,Pizza,493.22,16,414.3,51,Cash,Cancelled
ZOM44BF632D,06-04-2026,17:58,Pizza Hut,Ice Cream,1196.21,25,897.16,68,UPI,Cancelled
ZOM10A26B57,22-04-2026,05:01,Domino's,Fries,1262.96,35,820.92,44,UPI,Delivered
ZOM820D2DE4,19-04-2026,15:18,Cafe Coffee Day,Fries,1312.41,20,1049.93,58,Cash,Delayed
ZOMCC70A5DD,30-04-2026,19:08,Biryani House,Ice Cream,575.64,23,443.24,16,Wallet,Cancelled
ZOM08104DB8,14-04-2026,19:46,Pizza Hut,Ice Cream,138.3,6,130,22,Cash,Delivered
ZOM157EFA4F,13-04-2026,04:17,Haldiram's,Sandwich,1091.13,18,894.73,65,Debit Card,Delayed
ZOMA25F2C46,02-04-2026,00:08,McDonald's,Paneer Tikka,1462.87,22,1141.04,59,UPI,Cancelled
ZOMCDB4893F,29-04-2026,20:28,Subway,Coffee,1367.72,19,1107.85,18,Wallet,Cancelled
ZOME5A9CA00,26-04-2026,15:44,Subway,Ice Cream,788.74,10,709.87,45,Debit Card,Cancelled
ZOMDACCB83A,15-04-2026,12:15,Barbeque Nation,Pasta,1434.65,3,1391.61,36,Debit Card,Delivered
ZOMB3F0E372,22-04-2026,17:38,McDonald's,Pizza,160.87,39,98.13,17,Debit Card,Delivered
ZOM2BE61D01,09-04-2026,20:29,Barbeque Nation,Pizza,544.2,5,516.99,67,Credit Card,Delivered
ZOM6351553A,02-04-2026,21:09,Pizza Hut,Paneer Tikka,336.51,0,336.51,45,Credit Card,Cancelled
ZOMB80F962C,08-04-2026,06:49,Burger King,Ice Cream,1260.06,35,819.04,69,Debit Card,Cancelled
ZOM9B1782BC,12-04-2026,14:23,Burger King,Fries,1124.18,22,876.86,47,Debit Card,Delayed
ZOM13F00D07,11-04-2026,12:56,Biryani House,Coffee,866.04,1,857.38,32,Wallet,Cancelled
ZOM99BB7B0A,17-04-2026,05:42,Cafe Coffee Day,Burger,673.18,32,457.76,29,UPI,Delivered
ZOM7E800248,02-04-2026,05:21,Subway,Fries,606.24,25,454.68,69,Cash,Delivered
ZOM711F33B8,10-04-2026,14:39,Haldiram's,Sandwich,823.41,8,757.54,55,Wallet,Cancelled
ZOM8EFB43C6,10-04-2026,14:00,Subway,Fries,515.57,7,479.48,17,Credit Card,Delayed
ZOM60EDAF59,24-04-2026,12:13,Domino's,Coffee,1175.91,30,823.14,53,Credit Card,Delayed
ZOM75C607A7,04-04-2026,02:33,McDonald's,Pasta,264.14,25,198.1,49,Debit Card,Cancelled
ZOM5B93A4DF,21-04-2026,19:22,Burger King,Biryani,569.46,17,472.65,51,Wallet,Delivered
ZOM102602C0,22-04-2026,06:15,Subway,Burger,1340.61,9,1219.96,54,Wallet,Cancelled
ZOM7CB549AF,28-04-2026,14:46,Domino's,Burger,240.23,33,160.95,60,Debit Card,Cancelled
ZOMFCFC6A9E,23-04-2026,14:18,Biryani House,Pizza,1418.35,12,1248.15,68,Credit Card,Delayed
ZOM46C4EAB7,20-04-2026,00:55,Haldiram's,Biryani,938.52,21,741.43,43,UPI,Cancelled
ZOMEB54B819,08-04-2026,21:26,Cafe Coffee Day,Sandwich,911.35,17,756.42,53,Cash,Delayed
ZOMB6DADA91,10-04-2026,15:24,Barbeque Nation,Paneer Tikka,1082.19,33,725.07,28,Wallet,Cancelled
ZOMA33316A0,03-04-2026,12:40,Cafe Coffee Day,Noodles,1137.49,33,762.12,39,Credit Card,Delayed
ZOMD7427D5D,11-04-2026,16:43,KFC,Burger,196.95,18,161.5,65,Wallet,Cancelled
ZOM4F085C4A,21-04-2026,10:10,Haldiram's,Pizza,1121.37,28,807.39,55,UPI,Cancelled
ZOM68F85470,07-04-2026,21:04,Domino's,Fries,305.15,26,225.81,35,Debit Card,Cancelled
ZOM7F013A4B,02-04-2026,04:58,Subway,Fries,986.94,34,651.38,54,Credit Card,Delayed
ZOMDF4B31D7,25-04-2026,14:27,Haldiram's,Burger,911.05,23,701.51,55,Cash,Cancelled
ZOM270B9DB0,17-04-2026,02:14,KFC,Noodles,167.95,33,112.53,70,Cash,Delivered
ZOMFB83155B,26-04-2026,16:44,Haldiram's,Sandwich,1071.91,22,836.09,21,Cash,Delayed
ZOM9B16C7D8,08-04-2026,23:16,KFC,Biryani,572.34,11,509.38,66,Credit Card,Delayed
ZOM08F023CE,17-04-2026,01:47,Pizza Hut,Noodles,369.95,22,288.56,19,UPI,Cancelled
ZOM0098866A,06-04-2026,22:29,Pizza Hut,Burger,492.59,13,428.55,65,Credit Card,Delayed
ZOM35C4AD4A,05-04-2026,16:52,Cafe Coffee Day,Pizza,688.08,8,633.03,24,Cash,Delivered
ZOM2560DB38,15-04-2026,08:40,Burger King,Ice Cream,1365.83,2,1338.51,62,UPI,Delivered
ZOMA50E2291,13-04-2026,00:49,Biryani House,Pasta,991.22,31,683.94,68,Credit Card,Cancelled
ZOME3219A98,07-04-2026,06:17,Burger King,Coffee,1058.02,0,1058.02,28,Cash,Delayed
ZOM0CD7C1A5,12-04-2026,12:17,Burger King,Paneer Tikka,221.89,25,166.42,66,Wallet,Delayed
ZOM387761B7,16-04-2026,01:51,McDonald's,Fries,356.06,9,324.01,61,UPI,Cancelled
ZOMA49ACA62,22-04-2026,20:46,McDonald's,Noodles,434.31,22,338.76,23,Cash,Delayed
ZOMBB79D023,13-04-2026,16:23,Barbeque Nation,Fries,180.11,19,145.89,25,Debit Card,Delivered
ZOMD4168098,21-04-2026,04:52,Pizza Hut,Sandwich,1116.94,15,949.4,56,Debit Card,Delivered
ZOMAE55A962,29-04-2026,05:16,Pizza Hut,Pasta,169.03,20,135.22,17,Debit Card,Delivered
ZOMD66A7A2A,04-04-2026,07:39,Pizza Hut,Ice Cream,143.47,17,119.08,53,Cash,Cancelled
ZOM9CE702DF,12-04-2026,20:10,Barbeque Nation,Noodles,390.92,3,379.19,17,Credit Card,Cancelled
ZOM76556B7F,18-04-2026,21:14,Pizza Hut,Coffee,422.13,23,325.04,30,Wallet,Cancelled
ZOM8E4147DD,19-04-2026,17:04,Barbeque Nation,Sandwich,845.63,9,769.52,28,Wallet,Delayed
ZOM82B04DD9,25-04-2026,14:19,Haldiram's,Ice Cream,851.23,24,646.93,17,UPI,Cancelled
ZOM0A3ABB33,23-04-2026,11:31,KFC,Ice Cream,1101.79,13,958.56,15,Debit Card,Delayed
ZOM6BA48E0A,24-04-2026,04:25,Haldiram's,Sandwich,988.94,0,988.94,15,Credit Card,Cancelled
ZOM0E036A7B,15-04-2026,11:01,Domino's,Fries,261.57,20,209.26,41,Debit Card,Cancelled
ZOM8128D00A,26-04-2026,10:33,Domino's,Coffee,941.45,39,574.28,35,Wallet,Cancelled
ZOMFD2DA706,28-04-2026,18:31,Burger King,Pasta,1314.18,8,1209.05,25,Credit Card,Delivered
ZOM69D16A9F,02-04-2026,08:15,KFC,Burger,145.04,25,108.78,51,UPI,Delivered
ZOM08B8CF43,27-04-2026,13:54,KFC,Coffee,897.91,6,844.04,63,Cash,Cancelled
ZOMF0E783DB,19-04-2026,02:48,Subway,Biryani,1046.88,5,994.54,68,UPI,Delivered
ZOM5C0C0274,18-04-2026,12:06,KFC,Biryani,304.34,9,276.95,50,Debit Card,Delayed
ZOMB33B8E81,28-04-2026,03:17,Subway,Fries,122.73,8,112.91,34,Cash,Delivered
ZOMC7EAB985,09-04-2026,23:38,KFC,Pizza,335.56,18,275.16,24,Cash,Delayed
ZOM76AA1E7A,05-04-2026,22:03,KFC,Biryani,140.8,6,132.35,43,Wallet,Delayed
ZOMEF39BF32,06-04-2026,17:42,KFC,Fries,1047.47,16,879.87,18,Wallet,Cancelled
ZOM16C5F498,19-04-2026,03:45,KFC,Biryani,1406.19,21,1110.89,53,Credit Card,Cancelled
ZOM5EEA7000,04-04-2026,20:31,Haldiram's,Sandwich,1496.44,11,1331.83,62,Wallet,Cancelled
ZOM2460DC74,14-04-2026,23:31,Domino's,Ice Cream,1223.79,18,1003.51,63,Wallet,Cancelled
ZOMDD6BEC05,15-04-2026,18:59,McDonald's,Sandwich,620.8,24,471.81,15,Wallet,Delivered
ZOMBEC85C1C,01-04-2026,20:29,Biryani House,Pasta,174.85,3,169.6,30,Debit Card,Delivered
ZOMF1FDAD3B,05-04-2026,15:12,Biryani House,Noodles,1375.66,21,1086.77,68,Cash,Cancelled
ZOMDF5EA662,03-04-2026,15:47,Biryani House,Biryani,1406.88,12,1238.05,52,Cash,Cancelled
ZOMAC8E76B2,11-04-2026,19:42,Cafe Coffee Day,Noodles,872.39,30,610.67,27,Wallet,Delayed
ZOM7492B8A2,24-04-2026,05:44,Burger King,Burger,535,32,363.8,32,Debit Card,Delivered
ZOM5E3DA5E9,20-04-2026,05:10,Barbeque Nation,Pasta,376.78,10,339.1,27,Wallet,Delayed
ZOMC69A29D4,26-04-2026,02:12,Burger King,Biryani,810.14,20,648.11,28,Credit Card,Delayed
ZOM7A932FCA,01-04-2026,12:09,Haldiram's,Sandwich,789.78,1,781.88,67,UPI,Delayed
ZOM36312F1E,22-04-2026,03:17,Subway,Fries,533.03,10,479.73,25,Cash,Delayed
ZOMF4A7AD09,05-04-2026,08:51,Domino's,Ice Cream,630.16,28,453.72,57,Wallet,Delivered
ZOM4D89800D,19-04-2026,22:14,Domino's,Sandwich,1368.98,22,1067.8,41,Cash,Delayed
ZOMAC158BE1,20-04-2026,22:12,Subway,Burger,391.33,29,277.84,37,Cash,Cancelled
ZOMCC0F73C7,18-04-2026,23:56,KFC,Ice Cream,1402.27,14,1205.95,43,Wallet,Delayed
ZOM0AB63EA4,19-04-2026,11:50,Domino's,Fries,981.31,39,598.6,30,UPI,Delayed
ZOM632BB27C,21-04-2026,23:17,Pizza Hut,Paneer Tikka,589.58,30,412.71,37,UPI,Delayed
ZOM16046410,23-04-2026,05:22,Burger King,Pasta,1235.9,30,865.13,26,Cash,Delivered
ZOM8B661C6D,01-04-2026,15:00,Barbeque Nation,Coffee,892.19,4,856.5,53,Credit Card,Delayed
ZOM2F10BC2A,27-04-2026,09:25,Cafe Coffee Day,Fries,1060.15,18,869.32,25,Wallet,Delivered
ZOM8F9A5397,09-04-2026,17:15,Pizza Hut,Pizza,1141.13,24,867.26,50,Debit Card,Delayed
ZOMC62DB2A8,05-04-2026,21:53,Burger King,Fries,312.37,0,312.37,67,Cash,Delayed
ZOMDB775E3D,22-04-2026,11:51,McDonald's,Burger,1226.43,16,1030.2,62,UPI,Cancelled
ZOM026922DA,12-04-2026,23:26,McDonald's,Biryani,365.56,19,296.1,42,Debit Card,Cancelled
ZOM1B03FE22,14-04-2026,20:32,Subway,Pizza,156.11,36,99.91,62,Credit Card,Delayed
ZOM650651EF,13-04-2026,09:30,Biryani House,Sandwich,168.86,12,148.6,25,Credit Card,Cancelled
ZOMC7811A89,25-04-2026,06:45,Pizza Hut,Sandwich,335.12,27,244.64,69,Cash,Delivered
ZOM5E0ED6BA,14-04-2026,20:04,Subway,Pizza,527.01,14,453.23,59,Cash,Cancelled
ZOM21A27DB9,03-04-2026,11:09,KFC,Burger,1347.69,17,1118.58,17,Wallet,Delivered
ZOM54F99328,11-04-2026,21:53,KFC,Pizza,1411.51,34,931.6,54,Credit Card,Delivered
ZOM0E0D6806,24-04-2026,02:47,Pizza Hut,Biryani,1482.81,10,1334.53,62,Debit Card,Cancelled
ZOM081D275C,19-04-2026,14:18,Domino's,Coffee,724.48,29,514.38,43,Debit Card,Cancelled
ZOM4D9DA386,10-04-2026,05:32,Domino's,Noodles,690.74,14,594.04,57,UPI,Cancelled
ZOM113371C5,17-04-2026,02:47,Domino's,Burger,174.91,4,167.91,23,Credit Card,Cancelled
ZOM1D233C71,17-04-2026,00:23,Subway,Biryani,660.59,40,396.35,21,UPI,Delayed
ZOM1C22FA35,17-04-2026,15:19,Domino's,Sandwich,1108.71,1,1097.62,31,Wallet,Delivered
ZOM5E3A6C90,27-04-2026,01:42,Cafe Coffee Day,Biryani,1457.14,3,1413.43,59,Cash,Delayed
ZOMA26E3188,03-04-2026,23:53,Burger King,Pizza,1231.73,36,788.31,33,Wallet,Delayed
ZOMA1C5FEA9,07-04-2026,00:45,Domino's,Sandwich,1441.51,18,1182.04,20,Cash,Delivered
ZOM1B709847,02-04-2026,14:02,KFC,Burger,1046.32,17,868.45,16,Credit Card,Cancelled
ZOM1D0733E6,26-04-2026,00:13,Barbeque Nation,Noodles,241.67,33,161.92,50,Credit Card,Delivered
ZOMEF56215E,13-04-2026,13:00,Pizza Hut,Burger,1183.66,28,852.24,32,UPI,Cancelled
ZOMBAD2AC9F,17-04-2026,07:22,Biryani House,Pizza,1413.38,21,1116.57,51,Credit Card,Delivered
ZOM89F7DEC1,09-04-2026,23:08,Domino's,Biryani,1405.24,30,983.67,19,Credit Card,Delivered
ZOM5A7E7191,18-04-2026,12:07,McDonald's,Burger,264.51,21,208.96,20,Debit Card,Delivered
ZOMB3550A02,28-04-2026,23:30,KFC,Fries,1287.58,16,1081.57,54,Cash,Cancelled
ZOMBDC311F0,04-04-2026,01:25,Pizza Hut,Pizza,264.95,26,196.06,55,Credit Card,Delayed
ZOM1C0B0666,28-04-2026,15:11,KFC,Burger,1426.93,22,1113.01,69,UPI,Cancelled
ZOM6B4ADF57,07-04-2026,15:57,Domino's,Noodles,222.65,9,202.61,24,Credit Card,Delayed
ZOMB000E562,02-04-2026,17:41,Burger King,Sandwich,1484.07,20,1187.26,16,Wallet,Delayed
ZOM8FA4467B,14-04-2026,23:50,Biryani House,Paneer Tikka,167.59,39,102.23,23,Credit Card,Delivered
ZOM9398AF89,27-04-2026,07:26,Haldiram's,Paneer Tikka,173.79,0,173.79,51,Cash,Delivered
ZOMCBC649FD,27-04-2026,18:06,Domino's,Pizza,1422.61,17,1180.77,66,Wallet,Delayed
ZOM97F9A854,22-04-2026,16:07,Cafe Coffee Day,Burger,347.34,39,211.88,65,Wallet,Delivered
ZOM85287645,22-04-2026,22:54,Barbeque Nation,Ice Cream,1213.59,11,1080.1,43,Credit Card,Delayed
ZOM421BAE4A,03-04-2026,10:45,Haldiram's,Biryani,935.8,16,786.07,66,Credit Card,Cancelled
ZOMC254A84E,21-04-2026,06:19,Burger King,Coffee,1096.62,2,1074.69,42,Credit Card,Delayed
ZOMAF7CBFD0,06-04-2026,15:15,Haldiram's,Coffee,854.91,27,624.08,68,Debit Card,Cancelled
